,SHAP_mean,Abundance_rank,Abundance_mean,Abundance_std,description,SHAP_rank,Group
P32119,0.12495326954003669,4.0,0.5125569794528408,0.039190249385638136,Peroxiredoxin-2 ,52.0,glioblastoma
Q9Y446,0.12325618218150577,3.0,0.2633915491516393,0.1045422885546199,Plakophilin-3,53.0,glioblastoma
Q14315,0.12280197669307394,13.0,0.7213901220816508,0.29286996342981747,Filamin-C ,54.0,glioblastoma
Q8IVT2,0.11992957884981144,2.0,0.1776703362910265,0.04906890169859701,Mitotic interactor and substrate of PLK1 ,55.0,glioblastoma
O95817,0.11600851940442855,14.0,0.7622170696140006,0.1445711256307712,BAG family molecular chaperone regulator 3 ,56.0,glioblastoma
P05091,0.11314142586476986,2.0,0.38063903405729804,0.07597730155181039,"Aldehyde dehydrogenase, mitochondrial ",57.0,glioblastoma
P29350,0.11060522848233825,3.0,0.2807706923684715,0.1605346141333874,Tyrosine-protein phosphatase non-receptor type 6 ,58.0,glioblastoma
Q8IVF2,0.1070993649176879,13.0,0.666654217573725,0.2995906089249637,Protein AHNAK2,59.0,glioblastoma
Q8NI08,0.10537623889919842,7.0,0.288554326648924,0.19376701038304234,Nuclear receptor coactivator 7 ,60.0,glioblastoma
P12956,0.10489116426257597,12.0,0.6818793727642409,0.14820183485264968,X-ray repair cross-complementing protein 6 ,61.0,glioblastoma
O75976,0.10472591786390309,13.0,0.6051555204749708,0.06506383805214976,Carboxypeptidase D ,62.0,glioblastoma
P29218,0.10383533593489305,14.0,0.7327347104211486,0.045199973084919985,Inositol monophosphatase 1 ,63.0,glioblastoma
Q96RS6,0.100816578243823,7.0,0.48008114036924976,0.19910887773996183,NudC domain-containing protein 1 ,64.0,glioblastoma
Q99959,0.09619364758320408,4.0,0.23819615210989867,0.06472317582340384,Plakophilin-2,65.0,glioblastoma
Q99943,0.09490041110580716,3.0,0.23471913116162096,0.19310825005779358,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha ,66.0,glioblastoma
P31947,0.09448039511278353,7.0,0.3975304494861643,0.13828440672868664,14-3-3 protein sigma ,67.0,glioblastoma
Q14126,0.09375465794291873,5.0,0.34288468708170594,0.106803260836835,Desmoglein-2 ,68.0,glioblastoma
Q6WKZ4,0.09228607147002336,1.0,0.13644112079445742,0.07750325604070256,Rab11 family-interacting protein 1 ,69.0,glioblastoma
Q9UHD8,0.09031114773381985,10.0,0.5604456624195553,0.18093225231458956,Septin-9 ,70.0,glioblastoma
P52594,0.08960294729192814,12.0,0.6958878867474817,0.07040580494965393,Arf-GAP domain and FG repeat-containing protein 1 ,71.0,glioblastoma
Q08380,0.08535951711286796,9.0,0.6014517551669091,0.11296908410910018,Galectin-3-binding protein ,72.0,glioblastoma
Q8N392,0.0852512733515832,5.0,0.4092305734987158,0.1403624137667071,Rho GTPase-activating protein 18 ,73.0,glioblastoma
Q9UKK3,0.08322070391773857,13.0,0.6588727404143524,0.17312748346668544,Protein mono-ADP-ribosyltransferase PARP4 ,74.0,glioblastoma
Q6NZI2,0.082025411621988,12.0,0.868471342190622,0.06006402139633547,Caveolae-associated protein 1 ,75.0,glioblastoma
P05783,0.08191544440503054,4.0,0.24853206650008772,0.08844601604605787,"Keratin, type I cytoskeletal 18 ",76.0,glioblastoma
P62877,0.07721919443132921,13.0,0.7596182043737264,0.34244825573123483,E3 ubiquitin-protein ligase RBX1 ,77.0,glioblastoma
Q9NU22,0.07494344548195822,6.0,0.27968858428157173,0.18915932526195978,Midasin ,78.0,glioblastoma
P30740,0.07237120100876357,5.0,0.3767190632878062,0.1729332416058582,Leukocyte elastase inhibitor ,79.0,glioblastoma
P17301,0.0717493849910792,5.0,0.24010759534128095,0.2244769970146139,Integrin alpha-2 ,80.0,glioblastoma
Q8IYS1,0.07026065750764585,5.0,0.2887364299914995,0.11948311157935666,Peptidase M20 domain-containing protein 2 ,81.0,glioblastoma
P35998,0.06929204462541869,7.0,0.5852892671540508,0.22302641273978335,26S proteasome regulatory subunit 7 ,82.0,glioblastoma
P29373,0.06652356012912133,9.0,0.5526731946178736,0.20522474276723146,Cellular retinoic acid-binding protein 2 ,83.0,glioblastoma
Q02952,0.0653637705430639,10.0,0.6299880805818273,0.33354937789573375,A-kinase anchor protein 12 ,84.0,glioblastoma
P16401,0.06491352273655304,10.0,0.8101266634629078,0.041185739507007484,Histone H1.5 ,85.0,glioblastoma
Q9BST9,0.06283838744588043,5.0,0.2079455738901558,0.08506501797188826,Rhotekin,86.0,glioblastoma
Q14676,0.059253161005870233,5.0,0.26358588588011556,0.18624235379237555,Mediator of DNA damage checkpoint protein 1 ,87.0,glioblastoma
Q14247,0.05684318362290525,13.0,0.8314862309672136,0.1289880189361707,Src substrate cortactin ,88.0,glioblastoma
O00592,0.056630189988271976,10.0,0.5934953591911049,0.1297876638685437,Podocalyxin ,89.0,glioblastoma
Q9UHR4,0.05315574548129298,5.0,0.30149622210268,0.08293073762601827,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 ,90.0,glioblastoma
Q9UIG0,0.05190582071739057,5.0,0.398220769909881,0.07156091443285201,Tyrosine-protein kinase BAZ1B ,91.0,glioblastoma
P21980,0.04874028182917588,14.0,0.7372530447837617,0.05901716359168504,Protein-glutamine gamma-glutamyltransferase 2 ,92.0,glioblastoma
Q9Y490,0.047388019841813483,13.0,0.8668950131043879,0.04805273326151078,Talin-1,93.0,glioblastoma
O00754,0.03872313861601567,12.0,0.568989084584406,0.04841318211151324,Lysosomal alpha-mannosidase ,94.0,glioblastoma
P23246,0.03794373719409694,14.0,0.8315033103790552,0.0959870709974681,"Splicing factor, proline- and glutamine-rich ",95.0,glioblastoma
Q15393,0.036906163393208,14.0,0.8051810377993689,0.061794934995592056,Splicing factor 3B subunit 3 ,96.0,glioblastoma
P51452,0.03506373908641108,13.0,0.6802746420527443,0.06468072103975814,Dual specificity protein phosphatase 3 ,97.0,glioblastoma
Q96TA1,0.03476551097455479,10.0,0.7260912383402951,0.07110711351378235,Protein Niban 2 ,98.0,glioblastoma
Q3KQU3,0.03192703324737617,12.0,0.7834773481481282,0.08699010117446178,MAP7 domain-containing protein 1 ,99.0,glioblastoma
P19174,0.029683549258984206,12.0,0.6422569821056735,0.1446847490716931,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 ",100.0,glioblastoma
P17655,0.028168411510213147,14.0,0.8082709119087521,0.1635518095082127,Calpain-2 catalytic subunit ,101.0,glioblastoma
P32004,0.02797826213243599,2.0,0.1610996418229929,0.05547750953732675,Neural cell adhesion molecule L1 ,102.0,glioblastoma
Q92616,0.02649199386156619,5.0,0.5831414687071138,0.10793993202033797,eIF-2-alpha kinase activator GCN1 ,103.0,glioblastoma
P04083,0.02493623785458336,15.0,0.8403528892696059,0.0358573900400115,Annexin A1 ,104.0,glioblastoma
O60701,0.02310335847375095,12.0,0.6392097156478005,0.10287326546900281,UDP-glucose 6-dehydrogenase ,105.0,glioblastoma
P16403,0.022083732004716472,6.0,0.4901183683763735,0.0817627191062346,Histone H1.2 ,106.0,glioblastoma
Q9Y5B9,0.021715203522819217,9.0,0.7790701209660438,0.08256061691496909,FACT complex subunit SPT16 ,107.0,glioblastoma
Q15029,0.021331268783685516,12.0,0.6265522078982023,0.09430600012407585,116 kDa U5 small nuclear ribonucleoprotein component ,108.0,glioblastoma
P11498,0.020941815673344223,11.0,0.5968113781243022,0.2438823699791745,"Pyruvate carboxylase, mitochondrial ",109.0,glioblastoma
Q8NBS9,0.01766704798585448,7.0,0.5112195512644468,0.14226108083675043,Thioredoxin domain-containing protein 5 ,110.0,glioblastoma
Q15459,0.017582749914674272,7.0,0.655829047404101,0.19893014126448813,Splicing factor 3A subunit 1 ,111.0,glioblastoma
P21266,0.017271360337195563,7.0,0.3278657678562665,0.2022581168638636,Glutathione S-transferase Mu 3 ,112.0,glioblastoma
Q16658,0.01712730273969828,11.0,0.8679201206271943,0.09093702435274371,Fascin ,113.0,glioblastoma
P26447,0.016100833083934445,5.0,0.36092348496689053,0.19415933934760138,Protein S100-A4 ,114.0,glioblastoma
P43121,0.015432897561978732,8.0,0.42466947907963704,0.15037413400246086,Cell surface glycoprotein MUC18 ,115.0,glioblastoma
P31146,0.013617096183587496,13.0,0.5269031185524456,0.11695480715462513,Coronin-1A ,116.0,glioblastoma
P20290,0.013220849147184058,10.0,0.6171246835307581,0.05089070139696542,Transcription factor BTF3 ,117.0,glioblastoma
Q16352,0.012603233956745202,12.0,0.4974688829845901,0.19086999628695592,Alpha-internexin ,118.0,glioblastoma
Q9UIQ6,0.011913551602023457,10.0,0.6255491406143187,0.1526447673571346,Leucyl-cystinyl aminopeptidase ,119.0,glioblastoma
P48735,0.011592316463967522,3.0,0.5896189213284404,0.2016804324598705,"Isocitrate dehydrogenase [NADP], mitochondrial ",120.0,glioblastoma
Q9NZM1,0.01095155989854692,13.0,0.7586034004163821,0.11359402162387515,Myoferlin ,121.0,glioblastoma
P11047,0.009715128312813692,8.0,0.5999869408520083,0.0971793815932366,Laminin subunit gamma-1 ,122.0,glioblastoma
Q9HC35,0.008837203485128479,13.0,0.4052171403267259,0.2996533027252493,Echinoderm microtubule-associated protein-like 4 ,123.0,glioblastoma
P80723,0.007997972961620867,11.0,0.6658085069756,0.16180350558340287,Brain acid soluble protein 1 ,124.0,glioblastoma
O00154,0.007721287016001425,10.0,0.6707665603171646,0.08982479257272555,Cytosolic acyl coenzyme A thioester hydrolase ,125.0,glioblastoma
P61978,0.007715656380347033,12.0,0.677379116271483,0.16084046077497866,Heterogeneous nuclear ribonucleoprotein K ,126.0,glioblastoma
Q9BZK3,0.006611301489127264,5.0,0.45250317857114225,0.2974094530477518,Putative nascent polypeptide-associated complex subunit alpha-like protein ,127.0,glioblastoma
Q12965,0.006159170055121718,8.0,0.5443309017475796,0.22137246449092576,Unconventional myosin-Ie ,128.0,glioblastoma
O60264,0.005451865132041619,7.0,0.6749777343763737,0.1370797238854644,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 ,129.0,glioblastoma
Q9NS86,0.003613911489056493,7.0,0.4060700381032502,0.10142465414278788,LanC-like protein 2 ,130.0,glioblastoma
Q9NUQ3,0.0025694553953705948,6.0,0.5384738106243732,0.0690502753570747,Gamma-taxilin ,131.0,glioblastoma
Q9NR30,0.0006997702409719343,6.0,0.7254729231187292,0.033125288430244135,Nucleolar RNA helicase 2 ,132.0,glioblastoma
Q10589,0.0006391305266725406,9.0,0.5101255377953497,0.27362395852885507,Bone marrow stromal antigen 2 ,133.0,glioblastoma
Q01970,7.441497382628878e-05,9.0,0.5938625748453579,0.1545142010437624,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 ",134.0,glioblastoma
Q9Y5V3,-0.001302571863889779,8.0,0.4229228251267874,0.319836525463263,Melanoma-associated antigen D1 ,135.0,glioblastoma
O43719,-0.003627583848676703,6.0,0.46915707109402704,0.1303703501781633,HIV Tat-specific factor 1 ,136.0,glioblastoma
Q9UQE7,-0.004505911778550741,5.0,0.7096080839466081,0.14393504084174968,Structural maintenance of chromosomes protein 3 ,137.0,glioblastoma
O75475,-0.005859693716804804,5.0,0.4896780243928454,0.1290477450794153,PC4 and SFRS1-interacting protein ,138.0,glioblastoma
O43707,-0.0058839635865221155,9.0,0.6146639644054639,0.20441252672589177,Alpha-actinin-4 ,139.0,glioblastoma
P00338,-0.006759744629683559,10.0,0.7724471803442121,0.04185385697134915,L-lactate dehydrogenase A chain ,140.0,glioblastoma
P40121,-0.007147629198237174,9.0,0.44551991489982645,0.2649048727625371,Macrophage-capping protein ,141.0,glioblastoma
Q13151,-0.007472532170774887,9.0,0.6820730607801786,0.23060602946670225,Heterogeneous nuclear ribonucleoprotein A0 ,142.0,glioblastoma
P78527,-0.007889233596631379,7.0,0.7889258843856455,0.01742603925966242,DNA-dependent protein kinase catalytic subunit ,143.0,glioblastoma
P12270,-0.008431992551011663,5.0,0.5794967866521555,0.17732613566650518,Nucleoprotein TPR ,144.0,glioblastoma
Q15555,-0.008610951568768961,8.0,0.44674486325886714,0.16053905446378042,Microtubule-associated protein RP/EB family member 2 ,145.0,glioblastoma
Q99584,-0.009301385856704565,10.0,0.7041570292103707,0.08455320676107765,Protein S100-A13 ,146.0,glioblastoma
O75533,-0.009552895660259023,8.0,0.7509392765746831,0.012443110460494114,Splicing factor 3B subunit 1 ,147.0,glioblastoma
O00425,-0.010910243827258193,6.0,0.719528201746108,0.09179086044969069,Insulin-like growth factor 2 mRNA-binding protein 3 ,148.0,glioblastoma
P18206,-0.012382649576019894,10.0,0.8348247553950046,0.0795509864581964,Vinculin ,149.0,glioblastoma
P19367,-0.01583540603463813,15.0,0.903400510582151,0.0846964081682058,Hexokinase-1 ,150.0,glioblastoma
Q92820,-0.017136308194787737,7.0,0.48933787568640463,0.2533504868800667,Gamma-glutamyl hydrolase ,151.0,glioblastoma
Q9NTX5,-0.024205219924576457,12.0,0.6408382899088425,0.16557248976838596,Ethylmalonyl-CoA decarboxylase ,152.0,glioblastoma
Q96CX2,-0.02496138969680989,13.0,0.6690336797198604,0.14101339586292921,BTB/POZ domain-containing protein KCTD12 ,153.0,glioblastoma
Q9BW60,-0.02879764506487368,10.0,0.6693900553562274,0.22633420697737222,Elongation of very long chain fatty acids protein 1 ,154.0,glioblastoma
Q08211,-0.04039263572226672,9.0,0.7536866503460687,0.1418268995481679,ATP-dependent RNA helicase A ,155.0,glioblastoma
P50552,-0.05832146158532377,14.0,0.8243069313844774,0.0680717690389806,Vasodilator-stimulated phosphoprotein ,156.0,glioblastoma
P08648,-0.06014571734626493,11.0,0.6227455813247953,0.27864958838764875,Integrin alpha-5 ,157.0,glioblastoma
Q9BWF3,-0.06915335031312757,12.0,0.5881977085817919,0.08194293505905025,RNA-binding protein 4 ,158.0,glioblastoma
Q8TDZ2,-0.06931550838696594,12.0,0.6118025334195994,0.06005192065574547,[F-actin]-monooxygenase MICAL1 ,159.0,glioblastoma
P26038,-0.06993919516135635,10.0,0.855757457461441,0.07980057931252885,Moesin ,160.0,glioblastoma
P16989,-0.08209284392691454,14.0,0.820393668421133,0.0944085266987872,Y-box-binding protein 3 ,161.0,glioblastoma
O00592,0.9212496715294962,15.0,0.9812923880927628,0.03032107306425926,Podocalyxin ,1.0,iPSC
O43707,0.6899422276099447,1.0,0.14366229575880818,0.11547353802025354,Alpha-actinin-4 ,2.0,iPSC
Q9UIQ6,0.6466623364859112,1.0,0.16570970796715212,0.15081567738382548,Leucyl-cystinyl aminopeptidase ,3.0,iPSC
P48681,0.6346884001748975,15.0,0.8944858487717026,0.021484682297451534,Nestin,4.0,iPSC
P17655,0.5324952151423927,1.0,0.26505095019859315,0.045001589179916306,Calpain-2 catalytic subunit ,5.0,iPSC
Q3KQU3,0.4602501736067518,1.0,0.2018976688253451,0.1345153101914639,MAP7 domain-containing protein 1 ,6.0,iPSC
Q9BW60,0.45192315038513065,1.0,0.07172040819647729,0.028174415058988832,Elongation of very long chain fatty acids protein 1 ,7.0,iPSC
Q9BWF3,0.4407586167731015,15.0,0.8767870216629702,0.1584503885948079,RNA-binding protein 4 ,8.0,iPSC
P20962,0.4357204108660697,1.0,0.1044226302225249,0.1935494737996701,Parathymosin,9.0,iPSC
Q14764,0.4244890634619493,1.0,0.16703927026886878,0.10306436678281677,Major vault protein ,10.0,iPSC
Q9NU22,0.41747135974284494,15.0,0.8299789664425217,0.03799365242156254,Midasin ,11.0,iPSC
Q92922,0.39987806233390194,15.0,0.9560491428834677,0.03400226908575813,SWI/SNF complex subunit SMARCC1 ,12.0,iPSC
Q9BZK3,0.3846731585743181,15.0,0.93618816350327,0.05460591448365356,Putative nascent polypeptide-associated complex subunit alpha-like protein ,13.0,iPSC
O75828,0.37051548136749973,1.0,0.20468059797280547,0.11003461885581971,Carbonyl reductase [NADPH] 3 ,14.0,iPSC
P61978,0.3694510006862176,15.0,0.8570491740630259,0.06727801635253916,Heterogeneous nuclear ribonucleoprotein K ,15.0,iPSC
P48960,0.3368398149346982,1.0,0.121802598150763,0.09477599296564342,Adhesion G protein-coupled receptor E5 ,16.0,iPSC
P21980,0.2831770317365662,2.0,0.1454175146311566,0.07131638029073373,Protein-glutamine gamma-glutamyltransferase 2 ,17.0,iPSC
O95817,0.2804937212140453,1.0,0.1949955229359357,0.07862719437012584,BAG family molecular chaperone regulator 3 ,18.0,iPSC
Q8TDZ2,0.2639903000267709,13.0,0.6249088120556445,0.053736932368034646,[F-actin]-monooxygenase MICAL1 ,19.0,iPSC
Q01970,0.26217773438540964,15.0,0.8075403418795293,0.0318906705333394,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 ",20.0,iPSC
O75475,0.26182739581158776,15.0,0.9624648568420395,0.013748914457346351,PC4 and SFRS1-interacting protein ,21.0,iPSC
Q9Y223,0.24805088122801786,1.0,0.15377534674916682,0.04996945814269342,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase ,22.0,iPSC
P35998,0.2462485194776204,4.0,0.46460584822851597,0.06363650617333198,26S proteasome regulatory subunit 7 ,23.0,iPSC
Q9NZM1,0.2388781083805765,1.0,0.21228142870182348,0.05458836024121683,Myoferlin ,24.0,iPSC
P46821,0.23694658797918483,14.0,0.8069547868462055,0.038162564805599375,Microtubule-associated protein 1B ,25.0,iPSC
P78417,0.21579962817124365,2.0,0.22506330425703158,0.17077111130804012,Glutathione S-transferase omega-1 ,26.0,iPSC
Q13151,0.2151197707914519,15.0,0.9496070142116608,0.022284144912696688,Heterogeneous nuclear ribonucleoprotein A0 ,27.0,iPSC
Q9Y5Z4,0.21263999433552241,12.0,0.7844888337480541,0.034061597399933835,Heme-binding protein 2 ,28.0,iPSC
P20290,0.2076809817999944,1.0,0.3133624623731087,0.027910433200316227,Transcription factor BTF3 ,29.0,iPSC
Q14315,0.20231507780201324,14.0,0.7597084083223031,0.00895852481465473,Filamin-C ,30.0,iPSC
Q7L5N7,0.20046272588876574,1.0,0.12753995851391542,0.05172874344647049,Lysophosphatidylcholine acyltransferase 2 ,31.0,iPSC
Q8IYS1,0.1921848266597433,4.0,0.24058024320469285,0.04252389283272041,Peptidase M20 domain-containing protein 2 ,32.0,iPSC
P21266,0.1913254834690336,2.0,0.19357483790632096,0.023715829104395243,Glutathione S-transferase Mu 3 ,33.0,iPSC
P17301,0.19132227621899037,3.0,0.138487154633678,0.07620748743492901,Integrin alpha-2 ,34.0,iPSC
Q8NI08,0.17647734311698,3.0,0.1871390871124301,0.041095557351253136,Nuclear receptor coactivator 7 ,35.0,iPSC
P16401,0.17287862686605482,12.0,0.8821241807523748,0.02357046550407063,Histone H1.5 ,36.0,iPSC
Q14126,0.16549727624622299,13.0,0.7351651098903569,0.07987475283056904,Desmoglein-2 ,37.0,iPSC
P12956,0.1635807168031919,14.0,0.8009434626855307,0.012523364401451862,X-ray repair cross-complementing protein 6 ,38.0,iPSC
Q96CX2,0.1601870719426508,4.0,0.22715067857241505,0.06521910138209243,BTB/POZ domain-containing protein KCTD12 ,39.0,iPSC
Q8IWE2,0.15688650633764525,3.0,0.20120841498729347,0.049692202711639585,Protein NOXP20 ,40.0,iPSC
Q15149,0.15547892234815072,1.0,0.2506323207280288,0.03699382423659078,Plectin ,41.0,iPSC
O00425,0.1546748381555989,15.0,0.9620074453663581,0.006057432524603343,Insulin-like growth factor 2 mRNA-binding protein 3 ,42.0,iPSC
Q92820,0.1525778622762076,3.0,0.30330896833151166,0.14097389594545226,Gamma-glutamyl hydrolase ,43.0,iPSC
P16144,0.15253727920148497,1.0,0.08576386929921764,0.015576606619849664,Integrin beta-4 ,44.0,iPSC
Q8N392,0.14523564922058996,2.0,0.2437603414638353,0.1228772553855913,Rho GTPase-activating protein 18 ,45.0,iPSC
Q96TA1,0.12751674143389555,3.0,0.3348718058510235,0.05651165905589166,Protein Niban 2 ,46.0,iPSC
P51452,0.12723473204297256,12.0,0.5679440738645688,0.06590806285721101,Dual specificity protein phosphatase 3 ,47.0,iPSC
Q02952,0.12265360481014004,15.0,0.7918202583910937,0.0111308095662529,A-kinase anchor protein 12 ,48.0,iPSC
P00338,0.1215791084592197,2.0,0.5834293544597122,0.06357148257803781,L-lactate dehydrogenase A chain ,49.0,iPSC
P19174,0.10886202237767278,15.0,0.7842884456586446,0.07807384781515057,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 ",50.0,iPSC
P29373,0.10814552369532719,13.0,0.6800592322920014,0.020486352163075542,Cellular retinoic acid-binding protein 2 ,51.0,iPSC
P11498,0.103744286354373,4.0,0.3812378154144882,0.0861408213031011,"Pyruvate carboxylase, mitochondrial ",52.0,iPSC
Q9BST9,0.10277687528680729,12.0,0.5703425998235298,0.07066380040025837,Rhotekin,53.0,iPSC
P80723,0.1026916405577071,14.0,0.7990292087056622,0.030779583231033514,Brain acid soluble protein 1 ,54.0,iPSC
Q96DG6,0.10139192311364445,4.0,0.3959939102124815,0.12861803342624073,Carboxymethylenebutenolidase homolog ,55.0,iPSC
Q14116,0.0986954092293642,2.0,0.23027184732352102,0.03206650180241836,Interleukin-18 ,56.0,iPSC
